role_id,menu_id
AUTO-ACCESS-001,AUTO-MENU-001
AUTO-ACCESS-001,AUTO-MENU-002
AUTO-ACCESS-001,AUTO-MENU-003
AUTO-ACCESS-001,AUTO-MENU-004
AUTO-ACCESS-001,AUTO-MENU-005
AUTO-ACCESS-001,AUTO-MENU-006
AUTO-ACCESS-001,AUTO-MENU-007
